Gender,Age,State,Vote,text,,,,
female,0,North_Carolina,Negative,"I HAVE NO INSURANCE BESIDES MEDICARE, RECENTLY TOOK OUT A POLICY AND I STILL HAVE TO PAY FOR IT BUT IT STILL DOESN'T COVER WHAT I WANT IT TO COVER.",,,,
female,48,Virginia,Negative,"I THINK WE HAVE A BETTER SUCCESS IF WE DO IT IN INCREMENTS, INDIVIDUAL STATES CAN MANAGE THEIR OWN HEALTHCARE BETTER THAN THE FEDERAL GOVERNMENT. I DONT LIKE THE FACT THAT SO MANY DEALS ARE MADE WITH THE INSURANCE COMPANIES, AND I DON'T THINK THAT PRESIDENT OBAMA DIDN'T DO WHAT HE SAID HE WAS GONNA DO.",,,,
female,50,Kentucky,Negative,"I DON'T WANT SOMEBODY ELSE'S VERSION OF HEALTHCARE DOWN MY THROAT. THE POOR GET FREE HEALTHCARE. THE EMERGENCY ROOMS ARE FILLED WITH PEOPLE WHO ARE UNEMPLOYED, AND THEY GET BETTER SERVICE THAN THOSE WHO HAVE HEATHCARE INSURANCE. THE FEW ARE PAYING FOR THE MAJORITY.",,,,
female,63,New_York,Negative,BECAUSE SHE THINKS IT WILL COST TOO MUCH MONEY AND WILL RAISE PREMIUMS. ,,,,
male,22,Ohio,Negative,WE CAN'T PAY FOR IT.,,,,
female,65,West_Virginia,Negative,"I JUST HAVE MY PERSONAL FEELINGS AND I DON'T WANT TO GO INTO IT. I JUST THINK WE'RE IN DEBT TOO MUCH THE WAY IT IS, AND I HAVE GRANDCHILDREN COMING OF AGE AND THEY ARE GOING TO HAVE TO PAY FOR ALL THIS AND I DON'T THINK IT'S  RIGHT.",,,,
male,35,South_Carolina,Negative,I FEEL LIKE MY TAXES WILL INCREASE TO SUPPORT THOSE WHO DO NOT HAVE HEALTHCARE.,,,,
female,38,Florida,Negative,"THINK IT NEEDS SOME, UM, NEEDS SOME WORK.",,,,
male,73,Georgia,Negative,"I THINK IT'S A MATTER OF CONTROL, WHO CONTROLS IT. AND CONTROLLING COST BOTH.",,,,
male,63,Virginia,Negative,WORKING PEOPLE ARE NOT HAVING TO PAY FOR ALL OF IT AND GOVERNMENT DOESN'T DO A GOOD JOB AT ANYTHING.,,,,
female,35,Indiana,Negative,THEY SAID IF YOU DO NOT HAVE INSURANCE YOU CAN GO TO JAIL.,,,,
male,67,Michigan,Negative,THE COSTS WILL BE TOO HIGH AND DOESN'T HIT ON KEY ISSUES LIKE AFFORDABLILITY.,,,,
female,51,Ohio,Negative,FEEL LIKE I WOULD BE PAYING FOR PEOPLE WHO DON'T WORK TO GET HEALTHCARE.,,,,
male,54,Arkansas,Negative,"IT'S REMOVING FROM THE FREE MARKET SYSTEM AND CORPORATIZING IT, AND THAT'S NEVER A GOOD IDEA.",,,,
female,54,New_Jersey,Negative,"CONCERNS ABOUT THE COST, WHAT THE COST WILL DO TO THE KIND OF SERVICES, WILL WE LOSE SERVICES, THE MEDICAL ASPECTS, UNKNOWNS.",,,,
male,55,Texas,Negative,I DO NOT BELIEVE IT ACCOMPLISHES OR AFFECT ANY CHANGE IN HEALTHCARE.,,,,
male,26,Iowa,Negative,BECAUSE WHY SHOULD SOMEBODY DO NOTHING AND GET SOMETHING FOR FREE?,,,,
female,77,West_Virginia,Negative,BELIEVE YOUR HEALTHCARE WILL BE AFFECTED NEGATIVELY.,,,,
male,33,Kentucky,Negative,I DON'T LIKE THE IDEA OF SOCIALIZED MEDICINE. I DON' T THINK THE GOVERNMENT SHOULD BE IN CONTROL OF THE HEALTHCARE.,,,,
female,78,Ohio,Negative,I DON'T WANT THE GOVERNMENT IN CHARGE OF THINGS LIKE THAT.,,,,
female,64,Tennessee,Negative,BECAUSE I DON'T THINK IT IS TOWARD THE ELDERLY. IT IS TERRIBLE. I THINK IT IS TERRIBLE. I THINK THEY WASTE A LOT. I THINK THEY PAY FOR ALL THESE GIRLS HAVING THESE BABIES. I THINK THEY NEED TO REDO IT. I THINK THEY NEED TO PAY FOR HAVING THESE BABIES AND LET THE DADDIES PAY FOR IT.,,,,
male,67,Indiana,Negative,"TOO EXPENSIVE AND THE UNITED STATES CAN'T AFFORD IT. WE'RE BROKE. ALSO, I OPPOSE THE ABORTION PART OF IT.",,,,
male,80,Minnesota,Negative,TOO MUCH GOVERNMENT CONTROL AND WILL PRODUCE TOO MUCH DEBT.,,,,
female,67,Ohio,Negative,"PROBABLY BECAUSE I DON'T KNOW ANYTHING ABOUT IT, PROBABLY WOULDN'T UNDERSTAND ANYTHING ABOUT IT IF I DID READ IT. I DON'T THINK IT WILL SAVE ANY MONEY TO ANYONE.",,,,
female,65,Georgia,Negative,"DON'T TELL YOU THE TRUTH, SPEAK OUT OF BOTH SIDES OF THEIR MOUTH.",,,,
female,39,Arkansas,Negative,I DON'T KNOW ENOUGH ABOUT IT AND WHAT I HAVE NOW SEEMS TO WORK FOR ME. I THINK SOMETHING NEEDS TO BE DONE BUT I DON'T KNOW THAT MUCH ABOUT IT.,,,,
male,53,Ohio,Negative,IT'S RIDICULOUSLY EXPENSIVE. IT'S NOT GOING TO SAVE YOUR EVERYDAY CONSUMER ANY MONEY. IT'S GOING TO PUT US FURTHER AND FURTHER IN DEBT AND THE GOVERNMENT NEEDS TO STAY OUT OF THIS.,,,,
male,20,Texas,Negative,BECAUSE HEALTHY YOUNG PEOPLE PAY THE SAME AMOUNT AS OLD DYING PEOPLE.,,,,
female,52,Missouri,Negative,DON'T THINK THEY SHOULD MANDATE BECAUSE THEY WILL HURT THE COMPANIES.,,,,
male,66,Tennessee,Negative,I DON'T BELIEVE SOCIALIZED MEDICINE IS THE WAY TO GO AND THAT SEEMS TO BE THE AGENDA.,,,,
male,18,Kansas,Negative,THE INCREASE IN SPENDING WILL INCREASE THE DEFICIT.,,,,
male,67,Illinois,Negative,BECAUSE IT WILL BREAK US.,,,,
male,42,Minnesota,Negative,THE MAIN REASON IS COST.,,,,
female,75,Missouri,Negative,THE MONEY.  ,,,,
female,72,Iowa,Negative,THERE ARE TOO MANY THINGS IN IT THAT I DON'T KNOW ABOUT. THERE ARE TOO MANY THINGS THAT I DON'T TRUST HIM ON. THERE ARE TOO MANY THINGS IN FINE PRINT THAT PEOPLE DON'T KNOW. CONGRESS OR LAWMAKERS. DO THEY READ EVERY JOT AND TITTLE? LET'S JUST SAY IT ALL COMES DOWN TO TRUST HERE.,,,,
male,43,Nebraska,Negative,"I'M SELF-EMPLOYED, HEALTH WOULD BE VERY EXPENSIVE.",,,,
male,58,Texas,Negative,NOT OF THE GOVERNMENT'S BUSINESS.,,,,
female,67,Iowa,Negative,"TOO MANY PERSONAL THINGS WITHIN IT, IT IS BEING DONE FOR POLITICAL REASONS AND THERE NEEDS TO BE A LOT MORE STUDY DONE ON IT.",,,,
female,70,Wisconsin,Negative,IT'S GETTING WORSE THAN IT HAS BEEN.,,,,
male,70,Texas,Negative,"BECAUSE I THINK THAT PEOPLE HAVE TO SHARE IN PAYING FOR THAT. I BELIEVE THAT EVERYONE SHOULD HAVE THE ENTITLEMENT TO HAVE HEALTH INSURANCE. I DON'T THINK WE SHOULD ALLOW ILLEGALS TO HAVE IT, I THINK EVERYBODY SHOULD PAY THEIR SHARE.",,,,
male,48,California,Negative,AFRAID OF TURNING US INTO ANOTHER CANADA. HEALTHCARE WILL SUFFER.,,,,
female,45,New_Mexico,Negative,BANKRUPT CHILDREN AND GRANDCHILDREN AND HAPPY WITH WHAT I GOT.,,,,
male,47,Utah,Negative,I DON'T BELIEVE SOCIALIZED MEDICINE IS A VIABLE SOLUTION TO THE PROBLEM.,,,,
male,72,Montana,Negative,"LIKE I TOLD YOU, GO TO HOSPITAL AND YOUR MEDICINE IS TOO HIGH. YOU CAN'T PAY FOR THE MEDICINE OR THE HOSPITAL.",,,,
female,45,California,Negative,I THINK THAT THE COST WILL GO UP.,,,,
female,84,Colorado,Negative,BECAUSE I AM A REPUBLICAN.,,,,
female,56,Washington,Negative,INCREASE OF OUT-OF-POCKET EXPENSE.,,,,
male,23,California,Negative,NO PROBLEMS WITH THE WAY IT IS NOW.,,,,
male,74,Wyoming,Negative,"BECAUSE YOU'RE SATISFIED WITH THE HEALTHCARE, AND THE COST.",,,,
male,27,Oklahoma,Negative,WE DON'T NEED IT; IF PEOPLE WANTED IT THEY WOULD PAY FOR IT.,,,,
male,54,Idaho,Negative,I JUST DON'T THINK IT'S GONNA WORK.,,,,
female,48,Colorado,Negative,I DON'T THINK IT'S GOOD FOR EVERYBODY.,,,,
male,21,Arizona,Negative,JUST A WASTE OF MONEY.,,,,
female,72,Utah,Negative,"IT'S GOING TO HURT US, IT'S GOING TO HURT THOSE WHO HAVE . . . THERE ARE THOSE WHO CAN'T AFFORD INSURANCE OR ARE FORCED TO BUY A POLICY AND IT IS JUST SO WEIRD. IT IS JUST SO STRANGE WHAT HE WANTS.",,,,
male,56,Washington,Negative,IT'S TOO COMPLEX.,,,,
male,52,New_Mexico,Negative,IT'S A TRILLION DOLLARS. IT'S TOO MUCH. I'M NOT PAYING FOR ANYBODY ELSE'S HEALTHCARE.,,,,
female,70,Washington,Negative,"IT'S SO COMPLEX, NO ONE UNDERSTANDS, AND NO ONE UNDERSTANDS WHO IT IS GOING TO BENEFIT, AND IT IS GOING TO CUT DOWN ON THE AVERAGE SERVICES THE AVERAGE PERSON CAN AFFORD.",,,,
male,77,California,Negative,"THE UNKNOWN COSTS, EVERYTHING THAT IS BURIED IN THERE THAT IS GOING TO INCREASE TAXES OR DEFICIT.",,,,
male,75,Idaho,Negative,BECAUSE WE ARE ABOUT TO GO BROKE.,,,,
male,63,Washington,Negative,"BECAUSE WE CANNOT AFFORD IT, AND I BELIEVE IT IS A MEANS TO AN END FOR SOCIALISM.",,,,
male,34,California,Negative,THE GOVERNMENT HAS NO RIGHT TO INTEFERE IN HEALTHCARE. THEY HAVE NO BUSINESS IN THE PRIVATE SECTOR.,,,,
male,46,Montana,Negative,COST.,,,,
male,65,California,Negative,COST.,,,,
male,66,Idaho,Negative,COST. AND PEOPLE CAN ALWAYS GO TO THE EMERGENCY ROOM.,,,,
female,59,California,Negative,ABORTION LANGUAGE THAT IS CHANGED.,,,,
female,90,California,Negative,FINANCIAL.,,,,
male,54,Oregon,Negative,"WE DON'T NEED THE GOVERNMENT RUNNING,TAKING OVER OUR HEALTHCARE BECAUSE THEY CAN'T SEEM TO RUN ANYTHING CORRECTLY AS IT IS. LIKE MEDICARE, MEDICAID. EVERYTHING'S GOING BROKE. POST OFFICE, SOCIAL SECURITY.",,,,
male,72,California,Negative,I THINK IT'S GONNA COST SO MUCH IT'S GOING TO BREAK THE COUNTRY AND CAUSE A BUREAUCRACY WORSE THEN GREAT BRITAIN.,,,,
male,49,California,Negative,COST.,,,,
female,55,California,Negative,"I DON'T THINK THAT THEY HAVE IT THOUGHT THROUGH WELL ENOUGH TO CONSIDER ALL THE RAMIFICATIONS. I AM 100% DISABLED AND WHAT THEY ARE PROPOSING WOULD MAKE ME HAVE TO GET MY OWN MEDICATION BY MYSELF. FROM WHAT I'VE SEEN, I'M GOING TO BE STUCK PAYING MORE FOR MY HEALTHCARE AND I HAVE A PROGESSIVE DISABILITY, SO I DON'T PARTICULARLY ENJOY THE THOUGHT OF PAYING MORE OR DOING WITHOUT.",,,,
female,51,Nevada,Negative,COST AND CONTAIN MORE OPTIONS.,,,,
female,45,Washington,Negative,I DON'T BELIEVE IN MORE LAYERS OF GOVERNMENT AND DON'T BELIEVE THAT THE GOVERNMENT SHOULD BE IN BUSINESS AND THEIR JOB IS OVERSIGHT AND REGULATION.,,,,
female,62,Oregon,Negative,PARENTS PASSED AWAY AT 89 WITHIN A YEAR OF EACH OTHER. OBAMA HEALTHCARE WOULD HAVE ENDED THEIR LIVES EARLY. A NURSE SUGGESTED WE DO THAT FOR MY FATHER AND I TOLD HER I WAS NOT INTO EUTHANASIA. GOT A COPY OF THE HEALTHCARE BILL IN THE MAIL AND IT WAS PAGES AND PAGES. NO SANE PERSON WOULD VOTE FOR THAT.,,,,
male,58,New_York,Negative,"WELL, THERE'S TWO REASONS: #1 I DON'T LIKE THE GOVERNMENT THAT MUCH IN MY LIFE AND #2 I THINK IT IS TOO EXPENSIVE.",,,,
male,56,Georgia,Negative,MAKE QUALITY OF HEALTHCARE WORSE.,,,,
male,56,New_Hampshire,Negative,COST.,,,,
male,45,Florida,Negative,WE ALREADY HAVE HEALTHCARE.,,,,
male,61,Pennsylvania,Negative,EXPENSES.  ,,,,
male,42,Florida,Negative,"THE PRICE TAG, IT DON'T FIX THE PROBLEM, IT'S NOT BIPARTISAN, AND I OBJECT TO SHOVING IT DOWN OUR THROAT.",,,,
female,23,Virginia,Negative,I DON'T THINK IT SHOULD BE SOCIALIZED.,,,,
male,46,West_Virginia,Negative,"BECAUSE IT IS GOING TO SCREW EVERYBODY, EVERYONE THAT HAS INSURANCE NOW, THEIR COSTS ARE GOING TO SKYROCKET AND THEY'RE STILL GOING TO BE RECIEVING THE SAME SERVICE.",,,,
female,51,Georgia,Negative,"I DO NOT WANT LIMITS PLACED ON MY HEALTHCARE. I LIKE IT THE WAY IT IS NOW, AND I DON'T WANT TO PAY FOR SOMEONE ELSE'S CARE.",,,,
female,68,Massachusetts,Negative,I DON'T WANT TO SUPPORT OTHER PEOPLE.,,,,
female,42,New_Jersey,Negative,"BECAUSE THE HEALTHCARE BILL MAKES THE COPAYMENTS HIGHER, THE PRESCRIPTION IS ALSO A LOT OF MONEY.",,,,
male,58,Florida,Negative,"THEY HAVE NOT FIXED ANYTHING, KEEP THEIR HANDS OFF HEALTHCARE.",,,,
female,36,Florida,Negative,THE INCENTIVES THAT POLITICIANS GET FOR THEIR BILL.,,,,
female,79,Florida,Negative,"DOES NOT BELIEVE, IF THEY DO NOT BUY INSURANCE THEY WILL BE FINED, NO ONE SHOULD BE FORCED TO BUY INSURANCE.",,,,
male,43,New_Jersey,Negative,I DO NOT BELIEVE I SHOULD BE FORCED TO PAY FOR SOMEONE WHO DOESN'T HAVE HEALTHCARE.,,,,
male,26,Georgia,Negative,I DO NOT FULLY UNDERSTAND WHAT THEY ARE TRYING TO DO.,,,,
male,48,Georgia,Negative,THE GOVERNMENT IS TRYING TO CONTROL US.,,,,
male,38,Virginia,Negative,UNNECESSARY.,,,,
female,76,Florida,Negative,"BECAUSE I THINK PEOPLE HAVE TO PROVIDE FOR THEMSELVES AT TIMES, AND I THINK HIS IS TOO GENEROUS.",,,,
male,55,Pennsylvania,Negative,"IN ALL REALITY AND EVERYTHING THE GOVERNMENT GETS INVOLVED WITH ENDS UP COSTING THREE TIMES MORE, THEY SHOULD STAY OUT OF IT.",,,,
female,85,Virginia,Negative,I THINK WE COULD USE THE OLD PLAN WITH A FEW MINOR CHANGES AND IT'S VERY EXPENSIVE AND IT WON'T WORK AS WELL.,,,,
female,86,Michigan,Negative,"THE WHOLE THING IS CRAZY. I DON'T THINK IT WOULD EVER WORK. IT JUST DOESN'T, I DON'T SEE HOW THEY CAN EVEN DO WHAT THEY WANT TO DO. I DON'T KNOW WHERE THE MONEY WOULD COME FROM, I DON'T THINK THEY COULD MANAGE TO DO IT.",,,,
male,21,Virginia,Negative,IS VERY BAD FOR DOCTORS WRITING DO NOT LIKE. ,,,,
female,57,Pennsylvania,Negative,I LIVED UNDER A NATIONAL HEALTHCARE SYSTEM AND I DON'T WANT TO SEE THE AMERICAN SYSTEM BROUGHT ANY CLOSER TO THAT FORM OF MEDICAL CARE LIKE IN ENGLAND.,,,,
male,57,Connecticut,Negative,GOVERNMENT CONTROL.,,,,
male,48,Kentucky,Negative,DON'T THINK IT'S GOING TO WORK.,,,,
female,63,Pennsylvania,Negative,"1) HE'S TRYING TO DO TOO MUCH AT ONE TIME. HE NEEDS TO JUST REGULATE THE INSURANCE COMPANIES IN AN INCREMENTAL AMOUNT, NOT EVERYTHING AT ONCE. 2) IT'S TOO EXPENSIVE. THE DEFICIT'S GOING TO GO THROUGH THE ROOF.",,,,
female,49,New_York,Negative,COSTS.,,,,
male,68,New_York,Negative,IF IT PASSES IT WILL SUCCESSFULLY PUT PRIVATE INSURANCE OUT OF BUSINESS.,,,,
male,68,New_Jersey,Negative,YOUR INSURANCE IS GOOD.,,,,
female,49,Rhode_Island,Negative,BECAUSE OF THE INCLUSIVENESS OF PAYING FOR ABORTION.,,,,
male,72,Maine,Negative,I HAVE NO CONFIDENCE THAT THE UNDERSTANDING OF THE SITUATION IS COMPLETE OR THAT THE REMEDIES THAT ARE PROPOSED WILL HAVE THE EFFECT OF BENEFITING THE COUNTRY.,,,,
female,65,North_Carolina,Negative,BECAUSE THE ONE THEY ARE PROPOSING NOW COSTS TRILLIONS OF DOLLARS AND WE DON'T NEED IT.,,,,
male,49,Michigan,Negative,THE FREE MARKET IS A BETTER GAUGE. FREE MARKET SHOULD RULE.,,,,
male,44,Pennsylvania,Negative,"IF WE ARE GOING TO PAY FOR IT, WHY PAY AN INSURANCE COMPANY, WHY NOT JUST GIVE EVERYONE A WELFARE CARD?",,,,
male,52,Maine,Negative,TOO AMBIGUOUS.,,,,
male,78,Florida,Negative,I KNOW WHAT HAPPENS WILL GO AND IT IS NOT GOING TO BE WHAT THEY SAY IT IS. PUSHES MORE AND UNFAIR TO A GREAT DEAL OF POPULATION.,,,,
female,67,New_York,Negative,TOO MANY LOOPHOLES IN IT.,,,,
female,66,North_Carolina,Negative,"MEDICARE PAYS HARDLY ANYTHING TO THE DOCTORS. HE'S GOING TO CUT THE MEDICARE AS I UNDERSTAND IT, AND LESS DOCTORS WILL TAKE IT AND MEDICARE WILL BE MORE LIMITED AND THE HEALTHCARE COSTS WILL GO UP.",,,,
male,41,Indiana,Negative,"IT IS JUST NOT READY TO GO, IT SEEMS TO HAVE A LOT OF QUALITIES TO WHAT HAS BEEN OFFERED IN MASSACHUSETTS, IT COMES AT MORE OF EXPENSE THAN A BENEFIT.",,,,
female,49,North_Carolina,Negative,"KNOW PEOPLE FROM CANADA AND OTHER COUNTRIES THAT HAVE DONE IT AND DOESN'T WORK, AND I'M TIRED OF PAYING FOR EVERYBODY.",,,,
female,76,Virginia,Negative,TOO MANY LOOPHOLES.,,,,
male,72,New_York,Negative,"THEY REALLY HAVEN'T THOUGHT IT THROUGH, I AM DEFINITELY AGAINST ABORTION. THAT'S GOT TO BE TAKEN OUT OF THE BILL.",,,,
male,77,Vermont,Negative,IT IS AN ATTEMPT TO ESTABLISH TOTALITARIAN DICTATORSHIP.,,,,
female,0,New_York,Negative,"WAY TOO EXPENSIVE, TOO INTRUSIVE, TOO MUCH GOVERNMENT CONTROL. ",,,,
male,34,North_Carolina,Negative,IT'S GOING TO INCREASE THE COST TO THOSE INSURED.,,,,
female,47,New_York,Negative,NOT SURE WHAT'S GOING TO HAPPEN TO ME.,,,,
male,47,Ohio,Negative,COMPANIES' HEALTHCARE NOT GOVERNMENT. ,,,,
female,74,Connecticut,Negative,BECAUSE ONCE IT GOES INTO EFFECT IT'S THERE FOREVER. IT'S NOT SOMETHING THAT CAN BE CHANGED IN 10 YEARS.,,,,
female,47,Virginia,Negative,THE COST.,,,,
male,36,Georgia,Negative,I THINK IT'S GOING TO BE A DETRIMENT TO THE ECONOMY AND MY CHOICE.,,,,
female,81,New_York,Negative,"AGAINST ABORTION, A LOT OF THINGS THAT WE GIVE AWAY FOR NOTHING.",,,,
male,30,Pennsylvania,Negative,BECAUSE I DON'T LIKE TO HAVE HIGH TAXES AND WHEN THEY DO DO THE JOB IT IS NOT EFFICIENT.,,,,
male,33,Mississippi,Negative,PRIORITIZED LESS GOVERNMENT INVOLVEMENT.,,,,
male,69,Wisconsin,Negative,THIS IS GOING TO COST THE WORKING PERSON TOO MUCH MONEY FOR THE PEOPLE WHO WON'T GO OUT AND GET A JOB.,,,,
male,45,Pennsylvania,Negative,"BECAUSE THERE IS HARD-WORKING FOLKS, I THINK PEOPLE SHOULD HAVE TO WORK FOR IT, IT SHOULDN'T GIVE IT TO PEOPLE. HEALTHCARE FOR EVERYBODY WILL HURT THE WORKING MAN. FOLKS HAVE TO BUCK UP.",,,,
female,39,New_York,Negative,"I GUESS IT IS MY LACK OF KNOWLEDGE OF IT, AND THE TV NEWS REPORT ARE SO LEFT AND RIGHT, I DON'T FEEL I GET A TRUE STORY OF WHAT IT IS ALL ABOUT. I DON'T KNOW WHO TO BELIEVE.",,,,
male,32,Louisiana,Negative,BECAUSE I FEEL THAT THEY WANT TO PASS (IF THE ONE THEY ARE GOING TO PASS NOW) THAT IT'S GOING TO COST TOO MUCH AND IT'S GOING TO LIMIT THE AMOUNT OF CARE YOU'RE GOING TO HAVE ACCESS TO.,,,,
female,62,Illinois,Negative,"BECAUSE HE HAS NOT DONE ANYTHING THAT HE SAID HE WOULD DO FOR THE POOR PERSON, THE MIDDLE-CLASS PERSON VOTED FOR HIM BECAUSE HE SAID HE WOULD HELP THEM AND I DON'T BELIEVE HE HAS.",,,,
female,70,Louisiana,Negative,BECAUSE OF THE COST.,,,,
male,43,Tennessee,Negative,GOVERNMENT HAS NO BUSINESS DOING THAT.,,,,
male,0,Pennsylvania,Negative,IT HAS TOO MANY TURNS OR TWISTS THAT NO ONE KNOWS ABOUT AND TOO MANY AMERICANS WILL BE HURT BY IT AND NOT HELPED.,,,,
female,89,Iowa,Negative,BECAUSE I DON'T THINK IT'S A GOOD PLAN; THERE'S THINGS IN IT THAT I'M VERY MUCH AGAINST.,,,,
male,38,Connecticut,Negative,"JUST THE COST INVOLVED, IT WAS THROWN TOGETHER TOO QUICKLY.",,,,
female,31,Georgia,Negative,"UH, I JUST FEEL LIKE IT IS BEING TAKEN OUT OF THE TAXPAYERS' HANDS AND INTO A GOVERNMENT OFFICIAL'S HANDS.",,,,
female,68,Florida,Negative,WE DO NOT NEED EVERYTHING RUN BY THE GOVERNMENT.,,,,
female,49,Ohio,Negative,I JUST THINK IT'S GOING TO COST TOO MUCH FOR WHAT WE'RE GOING TO GET FOR IT.,,,,
female,53,New_York,Negative,BECAUSE WHEN WE HAVE THE PRESIDENT PARADING THESE SAD PEOPLE WHO NEED HELP AND NEED HEALTHCARE IF THEY ARE UNEMPLOYED HOW ARE THEY GOING TO PAY FOR IT? UNDER THE PRESIDENT'S PLAN THEY WOULD BE PENALIZED.,,,,
male,60,Pennsylvania,Negative,IT IS THE MOST ONEROUS GRAB OF POWER BY THE U.S. GOVERNMENT IN THE HISTORY OF THIS COUNTRY.,,,,
male,71,Oklahoma,Negative,I DON'T THINK IT IS CONSTITUTIONAL FOR ME TO SUPPLY HEALTH INSURANCE FOR YOU OR ANOTHER PERSON.,,,,
female,62,Florida,Negative,"BECAUSE I AM AGAINST, I DON'T THINK THEY ARE DOING THE RIGHT THING.",,,,
male,50,North_Carolina,Negative,"I DON'T THINK WE CAN PAY FOR IT; WE ARE GOING IN DEBT TO PAY FOR IT, AND IT GIVES THE GOVERNMENT TOO MUCH CONTROL OVER THE CHOICE OF MEDICAL CARE.",,,,
female,87,Ohio,Negative,I DON'T UNDERSTAND IT.  ,,,,
male,35,Alabama,Negative,"AGAINST SINGLE PAYER, OPEN UP STATE LINES TO INCREASE THE COMPETITION.",,,,
male,77,North_Carolina,Negative,BECAUSE OF WHAT IT IS GOING TO COST THE PEOPLE.,,,,
female,48,Virginia,Negative,"BECAUSE I THINK IT CONTRIBUTES TO, I THINK IT PUTS IT IN THE HANDS OF THE GOVERNMENT INSTEAD OF THE HANDS OF THE PRIVATE SECTOR, AND IT INCREASES THE COST TO EVERYBODY.",,,,
female,43,Florida,Negative,BECAUSE OF THEIR STANCE ON ABORTION.,,,,
male,62,Illinois,Negative,"EVERYBODY SHOULD HAVE THEIR OWN HEALTHCARE, AND IF YOU CAN'T AFFORD IT, YOU SHOULD JUST DIE.",,,,
male,45,Connecticut,Negative,FEAR FOR WHAT MIGHT HAPPEN TO CURRENT HEALTHCARE.,,,,
male,23,Georgia,Negative,I THINK IT'S A TERRIBLE IDEA.,,,,
male,55,Massachusetts,Negative,"TOO MUCH, WHAT DO YOU CALL IT, TOO MUCH OTHER STUFF IN THERE, PORK FAT, WHATEVER THEY CALL IT.",,,,
female,80,Florida,Negative,IT'S TOO MUCH GOVERNMENT FORCING STUFF ON OTHER PEOPLE.,,,,
male,63,Vermont,Negative,WANT TO FINE PEOPLE IF THEY DON'T BUY INSURANCE.,,,,
male,56,Ohio,Negative,"IT'S NOT ECONOMIC, PEOPLE WHO WORK AND DON'T WORK WILL GET THE SAME HEALTHCARE.",,,,
female,37,Nebraska,Negative,THEY NEED TO TAKE THEIR TIME AND THINK ABOUT IT MORE.  ,,,,
male,20,Rhode_Island,Negative,THE HEALTHCARE BILL IS BEING RUSHED. IT IS JUST BEING PUT OUT BECAUSE OBAMA PUT A DEADLINE WHEN HE CAME IN TO OFFICE.,,,,
female,53,Florida,Negative,"IT'S GOING TO MESS THINGS UP, IT WON'T BE FAIR.",,,,
male,77,New_Jersey,Negative,THIS WOULD DESTROY OUR QUALITY OF HEALTHCARE AND WE WOULDN'T BE ABLE TO AFFORD IT.,,,,
male,69,New_Jersey,Negative,I DON'T THINK IT WOULD WORK AT THE PRESENT TIME.,,,,
male,70,South_Carolina,Negative,"BECAUSE ALL OF THE CRAP THAT IS IN THE BILL. WE NEED TO REFORM THE HEALTHCARE BILL, BUT WE DON'T NEED TO DO WHAT HE IS SAYING. THE WAY HE IS TRYING TO GET THE BILL PASSED IS WHAT I OPPOSE. HE IS JUST TWISTING PEOPLE'S ARMS TO VOTE ON SOMETHING. HE SAYS THE A.M.A. IS SUPPORTING HIM, BUT THAT IS ONLY A VERY SMALL PERCENTAGE OF THE DOCTORS THAT SUPPORT IT.",,,,
male,40,Virginia,Negative,DON'T THINK PROPOSE THAT SAY FAIR SOLUTIONS TO EVERYONE INVOLVED. ,,,,
female,60,Arizona,Negative,I DON'T THINK IT HELPS THE AVERAGE PERSON OR SENIOR CITIZENS.,,,,
male,57,South_Carolina,Negative,I DON'T TRUST THE GOVERNMENT TO HANDLE IT.,,,,
male,46,Arizona,Negative,WITH THE HIGH NUMBER OF UNEMPLOYMENT IT'S GOING TO TURN INTO ANOTHER HEALTHCARE PLAN OBAMA NEEDS TO PUT PEOPLE BACK TO WORK BEFORE THEY GET HEALTHCARE.,,,,
male,80,California,Negative,THE TAXES WILL BANKRUPT THE COUNTRY.,,,,
male,35,Virginia,Negative,"DON'T AGREE WITH THE GOVERMENT SYSTEM, JUST MEDICAL MALPRACTICE.",,,,
female,47,Washington,Negative,I THINK EVERYONE SHOULD HAVE THE RIGHT TO MAKE UP THEIR MIND ABOUT ABORTION AND WE NEED MEDICARE FOR OUR ELDERLY.,,,,
male,54,Michigan,Negative,BECAUSE IT IS 27 HUNDRED PAGES LONG AND IT IS NOT THAT COMPLICATED.,,,,
female,40,Nevada,Negative,"THE MAIN REASON IS I HAVE A BEST FRIEND THAT LIVES IN CANADA, AND I'VE SEEN HOW THE SYSTEM WORKS. I'VE PERSONALLY SEEN HOW HARD IT IS TO GET INTO A PERSONAL CLINIC WHEN THE GOVERNMENT RUNS INSURANCE.",,,,
female,59,New_Mexico,Negative,"BECAUSE I THINK NATIONAL HEALTHCARE WILL BE A DISASTER. I WORK IN THE HEALTHCARE FIELD AND I KNOW THAT PEOPLE WITHOUT HEALTH INSURANCE GET GOOD MEDICAL CARE, MUCH BETTER CARE THAN NATIONAL HEALTHCARE, ASK ANYBODY IN CANADA.",,,,
female,79,California,Negative,I DON'T THINK THEY ARE FOR THE ELDERLY.,,,,
female,72,Colorado,Negative,"BECAUSE IT'S NOT WELL PLANNED, AND THEY'RE LYING ABOUT THE TOTAL COST OF WHAT IT'S GONNA BE, DON'T THINK THEY UNDERSTAND ECONOMICS.  ",,,,
male,59,California,Negative,I THINK IT'S GONNA RAISE TAXES.,,,,
